groupId,severity,issueCode,variantClassification,variantConfidence,variantSignals,variantAttributes,intentKey,signals,pageCount,pageTypes,primaryUrl,primaryInboundInternalLinks,competingUrls,sampleTitles,sharedTitle,sharedMetaDescription,sharedContentHash,recommendation
CAN-0031,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|combo_variant|model_code_variant|pack_variant|variant_family,code:cargo31|code:os6|color:beige|color:black|color:green|color:grey|color:maroon|color:multi|color:olive|color:white|combo|pack_of_2|variant_family,cargo jogger plain,duplicate_meta_description,10,product,https://triprindia.com/products/pack-of-2-multi-pockets-plain-cargo-joggers-olive-grey,4,https://triprindia.com/products/men-white-plain-cargo-jogger|https://triprindia.com/products/pack-of-2-multi-pockets-printed-baggy-black-cargo31-black-os6|https://triprindia.com/products/pack-of-2-multi-pockets-plain-baggy-cargos-beige-black|https://triprindia.com/products/men-plain-cargo-jogger-beige|https://triprindia.com/products/mens-multi-pockets-plain-cargo-jogger-6-colors|https://triprindia.com/products/men-multi-pocket-plain-cargo-jogger-grey|https://triprindia.com/products/men-multi-pocket-plain-cargo-jogger-maroon|https://triprindia.com/products/men-multi-pocket-plain-cargo-jogger-black|https://triprindia.com/products/men-multi-pocket-plain-cargo-jogger-olive-green,Mens Plain White Cargo Jogger – TRIPR|Men Pack Of 2 Cuffed Ankle Combo Cargos – TRIPR|(Pack Of 2) Multi Pockets Loose Fit Printed Baggy Cargos – TRIPR|Pack Of 2 Plain Baggy Cargo Pant Combos For Men - 10 Variants – TRIPR|Men Plain Beige Cargo Jogger – TRIPR,,product description: cuffed bottoms: features ribbed cuffs at the ankles for a snug fit and trendy appearance. multiple pockets: equipped with spacious and functional pockets to keep your essentials handy. solid colors: available in versatile solid shades t...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0032,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|pack_variant,color:beige|color:black|color:blue|color:brown|color:charcoal|color:green|color:grey|color:maroon|color:navy|color:olive|color:white|pack_of_1|pack_of_2,charcoal half neck plain round sleeve tshirt,duplicate_meta_description,10,product,https://triprindia.com/products/pack-of-1-men-half-sleeve-round-neck-plain-t-shirt-olive-green,1,https://triprindia.com/products/pack-of-1-men-half-sleeve-round-neck-plain-t-shirt-charcoal-black|https://triprindia.com/products/pack-of-1-men-half-sleeve-round-neck-plain-t-shirt-white|https://triprindia.com/products/pack-of-1-men-half-sleeve-round-neck-plain-t-shirt-grey|https://triprindia.com/products/pack-of-1-men-half-sleeve-round-neck-plain-t-shirt-beige|https://triprindia.com/products/men-half-sleeve-pack-of-2-round-neck-plain-t-shirts-grey-navy|https://triprindia.com/products/pack-of-1-men-half-sleeve-round-neck-plain-t-shirt-brown|https://triprindia.com/products/pack-of-1-men-half-sleeve-round-neck-plain-t-shirt-maroon|https://triprindia.com/products/pack-of-1-men-half-sleeve-round-neck-plain-t-shirt-black|https://triprindia.com/products/pack-of-1-men-half-sleeve-round-neck-plain-t-shirt-navy-blue,(Pack Of 1) Men Half Sleeve Round Neck Plain Charcoal Black T-shirt – TRIPR|(Pack Of 1) Men Half Sleeve Round Neck Plain White T-shirt – TRIPR|Men Half Sleeve Round Neck Plain Grey T-shirt – TRIPR|(Pack Of 1) Men Half Sleeve Round Neck Plain Beige T-shirt – TRIPR|Mens Round Neck Half Sleeve Grey & Navy T-shirts (Pack Of 2) – TRIPR,,"product description: cotton blend: made from good-quality cotton blend fabric for a soft and breathable experience, perfect for all-day comfort. round neck design: classic round neck style offering a versatile and timeless look for daily wear. half-sleeve s...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0033,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|pack_variant|variant_family,code:j62|code:j63|code:j68|color:beige|color:black|color:grey|color:maroon|color:navyblue|color:olivegreen|color:white|pack_of_2|variant_family,cuffed darkgrey pant printed star track,duplicate_meta_description,10,product,https://triprindia.com/products/men-star-printed-with-cuffed-trackpant-grey-black-j68,1,https://triprindia.com/products/men-star-printed-with-cuffed-trackpant-darkgrey-white-j68|https://triprindia.com/products/mens-star-printed-trackpants-6-color-variants-j68|https://triprindia.com/products/men-star-printed-with-cuffed-trackpant-beige-black-j68|https://triprindia.com/products/men-star-printed-with-cuffed-trackpant-maroon-white-j68|https://triprindia.com/products/pack-of-2-men-printed-black-grey-j62-black-grey-j63-trackpants|https://triprindia.com/products/men-star-printed-with-cuffed-trackpant-navyblue-white-j68|https://triprindia.com/products/men-star-printed-with-cuffed-trackpant-olivegreen-white-j68|https://triprindia.com/products/pack-of-2-men-star-printed-black-trackpants|https://triprindia.com/products/men-printed-track-pant-j68-black-white,Men Star Printed With Cuffed Trackpant / Darkgrey & White – TRIPR|Mens Star Printed Trackpants 6 Color Variants – TRIPR|Men Beige & Black Star Printed Cuffed Trackpant – TRIPR|Men Star Printed With Cuffed Trackpant Maroon & White – TRIPR|(Pack Of 2) Men Printed Black & Grey Trackpants – TRIPR,,"product description: trendy ankle-fit design – modern slim-fit with cuffed bottoms for a sharp and stylish silhouette. eye-catching all-over prints – unique and fashionable prints that elevate your casual look. fabric – made from soft, breathable, and durab...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0034,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|pack_variant|variant_family,code:d189|color:beige|color:black|color:grey|color:maroon|color:navyblue|color:olivegreen|color:white|pack_of_2|variant_family,blend cotton full high neck quarter sleeve tshirt zip,duplicate_meta_description,9,product,https://triprindia.com/products/men-full-sleeve-round-neck-cotton-blend-darkgrey-white-t-shirt-d189,2,https://triprindia.com/products/high-neck-full-sleeve-quarter-zip-t-shirt-white-black-d189|https://triprindia.com/products/high-neck-full-sleeve-quarter-zip-t-shirt-grey-black-d189|https://triprindia.com/products/pack-of-2-mens-full-sleeve-high-neck-printed-t-shirts-black-white-d189|https://triprindia.com/products/men-full-sleeve-round-neck-cotton-blend-navyblue-white-t-shirt-d189|https://triprindia.com/products/men-full-sleeve-round-neck-cotton-blend-maroon-white-t-shirt-d189|https://triprindia.com/products/men-full-sleeve-round-neck-cotton-blend-olivegreen-white-t-shirt-d189|https://triprindia.com/products/men-full-sleeve-round-neck-cotton-blend-beige-black-t-shirt-d189|https://triprindia.com/products/high-neck-full-sleeve-quarter-zip-t-shirt-black-white-d189,Men Full Sleeve High Neck Cotton Blend White-Black T-Shirt – TRIPR|Men Full Sleeve High Neck Cotton Blend Grey-Black T-Shirt – TRIPR|(Pack Of 2) Full Sleeve Round Neck & Quarter Zip Neck T-shirts 18 Vari – TRIPR|Men Full Sleeve High Neck Cotton Blend Darkgrey-White T-shirt – TRIPR|Men Full Sleeve High Neck Cotton Blend Navyblue-White T-shirt – TRIPR,,"product description: upgrade your casual collection with men’s full sleeve printed t-shirts designed in both high neck and round neck styles for a trendy, versatile look crafted from soft and breathable fabric for all-day comfort and ease perfect for casual...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0035,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|variant_family,code:sh100|code:sh101|code:sh102|code:sh93|code:sh99|color:beige|color:black|color:green|color:maroon|color:multi|color:olive|color:olivegreen|color:white|variant_family,casual double full hooded pocket shir shirt sleeve smart textured,duplicate_meta_description,9,product,https://triprindia.com/products/full-sleeve-color-blocked-shirt-beige-black-sh99,3,https://triprindia.com/products/men-smart-casual-double-pocket-full-sleeve-hooded-maroon-textured-shirt-sh93|https://triprindia.com/products/men-smart-casual-double-pocket-full-sleeve-hooded-olive-textured-shirt-sh93|https://triprindia.com/products/men-smart-casual-double-pocket-full-sleeve-hooded-black-textured-shirt-sh93|https://triprindia.com/products/men-color-blocked-multi-color-shirt-beige-sh101|https://triprindia.com/products/beige-hooded-neck-full-sleeve-shirt-beige-sh93|https://triprindia.com/products/men-color-blocked-multi-color-shirt-olive-green-sh101|https://triprindia.com/products/men-color-blocked-half-sleeve-shirt-loose-fit-white-sh100|https://triprindia.com/products/men-textured-pattren-full-sleeve-shirt-white-sh102,Men Smart Casual Double Pocket Full Sleeve Hooded Maroon Textured Shir – TRIPR|Men Smart Casual Double Pocket Full Sleeve Hooded Olive Textured Shirt – TRIPR|Men Smart Casual Double Pocket Full Sleeve Hooded Black Textured Shirt – TRIPR|Men Smart Casual Black Beige white Full Sleeve Multi Color Shirt – TRIPR|Men Smart Casual Double Pocket Full Sleeve Hooded Beige Textured Shirt – TRIPR,,product description: full sleeve style: ideal for both casual and semi-formal wear color variety: available in multiple vibrant and classic multicolor options comfortable fit: designed with a relaxed silhouette for all-day comfort quality fabric: made from ...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0036,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|variant_family,code:d184|code:d186|code:d189|color:beige|color:black|color:green|color:grey|color:maroon|color:olive|variant_family,colorblocked half pant plain printed sleeve suit suuit tackpants track tshirt variants,duplicate_meta_description,9,product,https://triprindia.com/products/track-suuit-half-sleeve-d189-grey-printed-t-shirt-with-plain-grey-track-pant,1,https://triprindia.com/products/track-suuit-half-sleeve-d186-olive-green-printed-t-shirt-with-plain-track-pant-grey|https://triprindia.com/products/track-suit-printed-d184-olive-green-t-shirt-with-plain-track-pant-grey|https://triprindia.com/products/track-suit-printed-d184-beige-t-shirt-with-plain-track-pant-black|https://triprindia.com/products/track-suit-printed-d184-black-t-shirt-with-plain-track-pant-grey|https://triprindia.com/products/track-suit-printed-d184-grey-t-shirt-with-plain-track-pant-black|https://triprindia.com/products/track-suit-printed-d184-olive-green-t-shirt-with-plain-track-pant-black|https://triprindia.com/products/track-suit-printed-d184-maroon-t-shirt-with-plain-track-pant-grey|https://triprindia.com/products/track-suit-printed-d184-maroon-t-shirt-with-plain-track-pant-black,Track Suit Half Sleeve Colorblocked T-shirt with Plain Tackpants- 17 V – TRIPR|Track Suit Half Sleeve Printed Tshirts & Plain Trackpants 14 Variants – TRIPR|Track Suit Half Sleeve Olive Green Printed T-shirt with Plain Grey Tra – TRIPR|Track Suit Half Sleeve Beige Printed T-shirt with Plain Black Trackpan – TRIPR|Track Suit Half Sleeve Black Printed T-shirt with Plain Grey Trackpant – TRIPR,,"product description: trendy printed t-shirts: half sleeve, round neck tees with bold, eye-catching prints that add a fresh touch to your everyday style. plain trackpants for a balanced look: minimalist design trackpants provide a clean contrast to the print...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0037,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:beige|color:black|color:grey|color:olivegreen,cargo colorblocked jogger multipockets,duplicate_meta_description,8,product,https://triprindia.com/products/designer-cargo-beige-jogger-with-side-print-panel,1,https://triprindia.com/products/colorblocked-multipockets-cargo-43-jogger-beige-black|https://triprindia.com/products/designer-cargo-olivegreen-jogger-with-side-print-panel|https://triprindia.com/products/designer-cargo-black-jogger-with-side-print-panel|https://triprindia.com/products/designer-cargo-grey-jogger-with-side-print-panel|https://triprindia.com/products/colorblocked-multipockets-cargo-42-jogger-olivegreen-grey|https://triprindia.com/products/colorblocked-multipockets-cargo-jogger-beige-black|https://triprindia.com/products/colorblocked-multipockets-cargo-42-jogger-black-grey,Colorblocked Multipockets Cargo Jogger Beige & Black – TRIPR|Designer Cargo Beige Jogger with Side Print Panel – TRIPR|Designer Cargo Olivegreen Jogger with Side Print Panel – TRIPR|Designer Cargo Black Jogger with Side Print Panel – TRIPR|Designer Cargo Grey Jogger with Side Print Panel – TRIPR,,"product description: trendy men’s cargo pants available in printed, solid, and color-blocked designs stylish cuffed bottom hems for a modern streetwear finish crafted from durable yet breathable fabric for lasting comfort functional multiple cargo pockets f...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0038,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|combo_variant|pack_variant,color:beige|color:black|color:blue|color:grey|color:maroon|color:navy|combo|pack_of_2,combo plain trunk,duplicate_meta_description,8,product,https://triprindia.com/products/men-combo-plain-trunk-beige-navy,1,https://triprindia.com/products/men-combo-plain-trunk-maroon-beige|https://triprindia.com/products/men-plain-trunk-black-21|https://triprindia.com/products/men-plain-trunk-navy-blue-22|https://triprindia.com/products/men-plain-trunk-beige-25|https://triprindia.com/products/men-plain-trunk-maroon-23|https://triprindia.com/products/men-plain-trunk-grey-24|https://triprindia.com/products/men-combo-plain-trunk-navy-gery,Combo Pack Of 2 Maroon & Beige Men Plain Trunks – TRIPR|Men Plain Black Trunk – TRIPR|Men Plain Navy Blue Trunk – TRIPR|Combo Pack Of 2 Beige & Navy Men Plain Trunks – TRIPR|Men Plain Beige Trunk – TRIPR,,"product description: classic plain trunk designed for ultimate comfort and everyday wear. made from soft, breathable, and stretchable fabric for a perfect fit. a comfortable waistband that provides a secure yet flexible fit. available in a variety of colors...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0039,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:black|color:blue|color:green|color:grey|color:maroon|color:navy|color:olive,full pant plain sleeve track tracksuit tshirt,duplicate_meta_description,8,product,https://triprindia.com/products/mens-track-suit-full-sleeve-grey-t-shirt-grey-track-pant,1,https://triprindia.com/products/mens-tracksuit-full-sleeve-navy-t-shirt-plain-grey-trackpant|https://triprindia.com/products/mens-track-suit-full-sleeve-maroon-t-shirt-navy-track-pant|https://triprindia.com/products/mens-track-suit-full-sleeve-navy-blue-t-shirt-navy-track-pant|https://triprindia.com/products/mens-track-suit-full-sleeve-black-t-shirt-grey-track-pant|https://triprindia.com/products/mens-track-suit-full-sleeve-olive-green-t-shirt-black-track-pant|https://triprindia.com/products/mens-track-suit-full-sleeve-grey-t-shirt-black-track-pant|https://triprindia.com/products/mens-track-suit-full-sleeve-black-t-shirt-black-track-pant,Men Tracksuit - Full Sleeve Navy t-shirt Plain Grey Trackpant – TRIPR|Mens Tracksuit - Full Sleeve Maroon t-shirt / Navy Blue Trackpant – TRIPR|Mens Tracksuit - Full Sleeve Navy t-shirt / Navy Trackpant – TRIPR|Mens Tracksuit - Full Sleeve Black t-shirt / Grey Trackpant – TRIPR|Mens Tracksuit - Full Sleeve Grey t-shirt / Grey Trackpant – TRIPR,,"product description: ✅ cotton fabric: crafted from high-quality cotton, ensuring breathability, comfort, and durability for all-day wear.✅ all-weather wear: ideal for any season – whether it's a chilly morning jog or a relaxed evening, this tracksuit keeps ...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0040,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|pack_variant|variant_family,code:s32|color:beige|color:black|color:blue|color:green|color:maroon|color:navy|color:olive|color:white|pack_of_2|pack_of_3|variant_family,plain short waffle,duplicate_meta_description,8,product,https://triprindia.com/products/men-plain-waffle-shorts-6-color-variants-s32,1,https://triprindia.com/products/men-plain-waffle-short-s32-white|https://triprindia.com/products/pack-of-3-men-plain-black-beige-maroon-waffle-shorts|https://triprindia.com/products/men-plain-textured-pattern-short-olive-green|https://triprindia.com/products/men-plain-waffle-short-navy-blue-s32|https://triprindia.com/products/men-plain-textured-pattern-short-maroon|https://triprindia.com/products/men-plain-textured-pattern-short-black|https://triprindia.com/products/men-plain-textured-pattern-short-beige,"Men Plain White Waffle Short – TRIPR|Pack Of 3 Men Plain Black, Beige and Maroon Waffle Shorts – TRIPR|Men Plain Olive Green Waffle Short – TRIPR|Men Plain Waffle Short Navy Blue – TRIPR|Men Plain Maroon Waffle Short – TRIPR",,"product description: trendy waffle pattern shorts with a unique and eye-catching pattern. crafted for ultimate comfort, perfect for summer wear. lightweight and breathable fabric keeps you cool and relaxed all day. versatile design ideal for casual outings,...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0041,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|combo_variant|model_code_variant|pack_variant,code:d214|code:d215|code:d219|code:z141|color:beige|color:black|color:multicolor|color:white|combo|pack_of_2,back combo designing drop oversized print printed shoulder tshirt,duplicate_meta_description,7,product,https://triprindia.com/products/mens-oversized-round-neck-printed-tshirt-white-d219,4,https://triprindia.com/products/back-print-drop-shoulder-t-shirts-combo-for-men-multicolor|https://triprindia.com/products/samurai-dragon-graphic-design-printed-oversized-tshirt-black-d215|https://triprindia.com/products/mens-oversized-round-neck-printed-tshirt-black-d219|https://triprindia.com/products/mens-loose-fit-back-printed-oversized-tshirt-white-z141|https://triprindia.com/products/dragon-graphic-design-printed-oversized-tshirt-d215|https://triprindia.com/products/japanese-design-dragon-printed-oversized-tshirt-d214,(Pack Of 2) Men Designing Back Printed Oversized T-shirts – TRIPR|Samurai Dragon Graphic Design Printed Oversized Tshirt Black – TRIPR|Mens Oversized Round Neck Printed TShirt White – TRIPR|Men Black Legendary 26 Printed Oversized T-Shirt – TRIPR|Mens Loose Fit Back Printed Oversized Tshirt White – TRIPR,,"product description: trendy oversized men’s t-shirt with bold printed design. made from soft, breathable cotton fabric ensuring all-day comfort. features a relaxed drop-shoulder fit for a stylish, streetwear-inspired look. perfect for casual outings, weeken...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0042,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|combo_variant|pack_variant|variant_family,color:black|color:multicolor|combo|pack_of_1|pack_of_2|variant_family,bricked combo printed trunk,duplicate_meta_description,7,product,https://triprindia.com/products/pack-of-1-mens-printed-trunks-14-color-variants,2,https://triprindia.com/products/combo-trunks-bricked|https://triprindia.com/products/pack-of-2-men-multicolor-printed-trunk|https://triprindia.com/products/pack-of-2-men-printed-multicolor-trunks|https://triprindia.com/products/men-printed-multicolor-trunk|https://triprindia.com/products/men-printed-trunk-black|https://triprindia.com/products/men-trunk,Trunk For Men Online | Men TRIPR Trunk Online|Trunk For Men Online | Men Trunk Online – TRIPR,,clearance | s a l e | men trunk for @ 179 online black printed trunk from tripr india. comfy soft cotton blend ideal for innerwears. best online rate.,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0043,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|combo_variant|model_code_variant|pack_variant,code:j95|color:beige|color:black|color:grey|color:maroon|color:olivegreen|combo|pack_of_2,combo fit loose multicolors pant plain track,duplicate_meta_description,7,product,https://triprindia.com/products/tripr-men-solid-loose-fit-trackpant-beige-plainj95,5,https://triprindia.com/products/mens-plain-combo-pack-track-pants-plain-j95|https://triprindia.com/products/tripr-men-solid-loose-fit-trackpant-nayblue-plainj95|https://triprindia.com/products/tripr-men-solid-loose-fit-trackpant-grey-plainj95|https://triprindia.com/products/tripr-men-solid-loose-fit-trackpant-maroon-plainj95|https://triprindia.com/products/tripr-men-solid-loose-fit-trackpant-olivegreen-plainj95|https://triprindia.com/products/tripr-men-solid-loose-fit-track-pant-black-plainj95,(Pack Of 2) Loose Fit Plain Trackpants Multicolors – TRIPR|TRIPR Men Solid Loose Fit TrackPant Nayblue|TRIPR Men Solid Loose Fit TrackPant Grey|TRIPR Men Solid Loose Fit TrackPant Maroon|TRIPR Men Solid Loose Fit TrackPant Olivegreen,,"product description: comfortable men’s loose fit baggy track pants designed for a relaxed and modern look crafted from soft, breathable fabric for all-day ease and comfort features a wide-leg silhouette for extra room and freedom of movement elastic waistba...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0044,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:beige|color:black|color:blue|color:dark|color:green|color:grey|color:maroon|color:navy|color:navyblue|color:olive|color:olivegreen,darkgrey full pant plain printed sleeve star suit track tracksuit tshirt,duplicate_meta_description,7,product,https://triprindia.com/products/track-suit-star-printed-full-sleeve-black-t-shirt-plain-grey-track-pant,0,https://triprindia.com/products/track-suit-star-printed-full-sleeve-dark-grey-t-shirt-plain-grey-track-pant|https://triprindia.com/products/track-suit-star-printed-full-sleeve-maroon-t-shirt-plain-grey-track-pant|https://triprindia.com/products/track-suit-star-printed-full-sleeve-maroon-t-shirt-plain-black-track-pant|https://triprindia.com/products/track-suit-star-printed-full-sleeve-olive-green-t-shirt-plain-black-track-pant|https://triprindia.com/products/track-suit-star-printed-full-sleeve-navy-blue-t-shirt-plain-grey-track-pant|https://triprindia.com/products/track-suit-star-printed-full-sleeve-beige-t-shirt-plain-black-track-pant,Tracksuit For Men Full Sleeve Printed Darkgrey T-shirt / Plain Grey Tr – TRIPR|Tracksuit For Men Full Sleeve Printed Maroon T-shirt Plain Grey Trackp – TRIPR|Tracksuit For Men Full Sleeve Printed Maroon T-shirt Plain Black Track – TRIPR|Full Sleeve Printed Olivegreen T-shirt with Plain Black Trackpant Trac – TRIPR|Full Sleeve Printed Navyblue T-shirt with Plain Grey Trackpant Tracksu – TRIPR,,"product description: printed full sleeve t-shirt: eye-catching designs on a round-neck full-sleeve tee for a bold, fashionable look. stylish plain trackpants: clean, minimal trackpants perfectly balance the vibrant t-shirt for a modern outfit. cotton fabric...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0045,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|pack_variant,code:d173|color:beige|color:black|color:blue|color:charcoal|color:green|color:maroon|color:navy|color:olive|pack_of_2,feather half neck printed round sleeve tshirt,duplicate_meta_description,7,product,https://triprindia.com/products/feather-printed-half-sleeve-round-neck-mens-t-shirt-black,2,https://triprindia.com/products/feather-printed-half-sleeve-round-neck-mens-t-shirt-beige-d173|https://triprindia.com/products/feather-printed-half-sleeve-round-neck-mens-t-shirt-charcoal-black-d173|https://triprindia.com/products/pack-of-2-half-sleeve-printed-round-neck-t-shirts-d173-black-d173-charcoal-black|https://triprindia.com/products/feather-printed-half-sleeve-round-neck-mens-t-shirt-maroon-d173|https://triprindia.com/products/feather-printed-half-sleeve-round-neck-mens-t-shirt-navy-blue-d173|https://triprindia.com/products/feather-printed-half-sleeve-round-neck-mens-t-shirt-olive-green-d173,Feather Printed Half Sleeve Round Neck Mens T-shirt / Beige – TRIPR|Feather Printed Half Sleeve Round Neck Mens T-shirt / Charcoal Black – TRIPR|(Pack Of 2) Hlaf Sleeve Floral Printed T-shirts / Black & Charcoal Bla – TRIPR|Feather Printed Half Sleeve Round Neck Maroon Mens T-shirt – TRIPR|Feather Printed Half Sleeve Navy Blue Round Neck Mens T-shirt – TRIPR,,"product description: classic black color: timeless black shade that pairs effortlessly with any outfit for a sleek, stylish look. comfortable round neck: designed with a round neck for a relaxed fit, making it ideal for casual daily wear. soft cotton blend ...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0046,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|pack_variant,code:z133|color:beige|color:black|color:grey|color:olive|color:olivegreen|pack_of_2,full hooded plain sleeve tshirt,duplicate_meta_description,7,product,https://triprindia.com/products/mens-black-full-sleeve-plain-hooded-t-shirt,1,https://triprindia.com/products/mens-beige-full-sleeve-plain-hooded-t-shirt|https://triprindia.com/products/pack-of-2-mens-full-sleeve-plain-hooded-t-shirts-z133-grey-black|https://triprindia.com/products/pack-of-2-mens-full-sleeve-plain-hooded-t-shirts-z133-grey-olivegreen|https://triprindia.com/products/pack-of-2-mens-full-sleeve-plain-hooded-t-shirts-z133-olive-black|https://triprindia.com/products/mens-grey-full-sleeve-plain-hooded-t-shirt|https://triprindia.com/products/mens-olivegreen-full-sleeve-plain-hooded-t-shirt,Mens Beige Full Sleeve Plain Hooded T-shirt – TRIPR|(Pack Of 2) Mens Full Sleeve Plain Grey & Black Hooded T-shirts – TRIPR|(Pack Of 2) Mens Full Sleeve Plain Grey & Olivegreen Hooded T-shirts – TRIPR|(Pack Of 2) Mens Full Sleeve Plain Olive & Black Hooded T-shirts – TRIPR|Mens Grey Full Sleeve Plain Hooded T-shirt – TRIPR,,"tripr india full sleeve plain hooded t-shirt✔ versatile design: full-sleeve hooded t-shirt, perfect for outings, casual streetwear, and everyday comfort.✔ solid colors to choose from: available in a range of vibrant and classic solid shades to match your st...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0047,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|pack_variant,color:beige|color:black|color:green|color:grey|color:olive|pack_of_2,hooded matching pant track tracksuit tshirt,duplicate_meta_description,7,product,https://triprindia.com/products/pack-of-2-tracksuit-olive-grey-hooded-t-shirts-matching-trackpants,1,https://triprindia.com/products/tracksuit-for-men-beige-hooded-full-sleeve-t-shirt-black-plain-trackpant|https://triprindia.com/products/mens-track-suit-black-hooded-full-sleeve-t-shirt-grey-jogger-pant|https://triprindia.com/products/mens-track-suit-olive-green-hooded-full-sleeve-t-shirt-black-jogger-pant|https://triprindia.com/products/mens-track-suit-grey-hooded-full-sleeve-t-shirt-grey-jogger-pant|https://triprindia.com/products/mens-track-suit-grey-hooded-full-sleeve-t-shirt-black-jogger-pant|https://triprindia.com/products/mens-track-suit-black-hooded-full-sleeve-t-shirt-black-jogger-pant,(Pack Of 2) T-shirts And Matching Trackpants Tracksuit For Men – TRIPR|Tracksuit For Men Beige Hooded Full Sleeve T-shirt Black Plain Trackpa – TRIPR|Tracksuit For Men Black Hooded Full Sleeve T-shirt / Grey Trackpant – TRIPR|Olive Green Hooded Full Sleeve T-shirt with Black Trackpant Tracksuit – TRIPR|Tracksuit For Men Grey Hooded Full Sleeve T-shirt with Grey Trackpant – TRIPR,,"product description: cotton fabric: made with high-quality, breathable cotton for maximum comfort and durability. versatile design: includes a plain hooded t-shirt and plain trackpants, offering a sleek and stylish look. all-weather wear: designed for year-...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
